player1	player2	player3	player4	player5
Paul George	Eric Bledsoe	Marcus Morris Sr.	Reggie Jackson	Ivica Zubac
Derrick Rose	Alec Burks	Mitchell Robinson	Obi Toppin	Immanuel Quickley
Gordon Hayward	Terry Rozier	Miles Bridges	P.J. Washington	LaMelo Ball
Danny Green	Tobias Harris	Seth Curry	Joel Embiid	Shake Milton
Hamidou Diallo	Killian Hayes	Saddiq Bey	Isaiah Stewart	Cade Cunningham
Jonas Valanciunas	Brandon Ingram	Josh Hart	Devonte' Graham	Nickeil Alexander-Walker
Lauri Markkanen	Jarrett Allen	Collin Sexton	Darius Garland	Evan Mobley
DeMar DeRozan	Nikola Vucevic	Zach LaVine	Lonzo Ball	Patrick Williams
Kevin Durant	Blake Griffin	James Harden	Patty Mills	Bruce Brown
Cory Joseph	Trey Lyles	Frank Jackson	Hamidou Diallo	Saddiq Bey
Kyle Lowry	P.J. Tucker	Bam Adebayo	Duncan Robinson	Tyler Herro
Paul George	Reggie Jackson	Ivica Zubac	Luke Kennard	Terance Mann
Carmelo Anthony	Russell Westbrook	Avery Bradley	Anthony Davis	Talen Horton-Tucker
Dennis Schroder	Marcus Smart	Jaylen Brown	Jayson Tatum	Robert Williams III
Jonas Valanciunas	Josh Hart	Devonte' Graham	Nickeil Alexander-Walker	Herbert Jones
George Hill	Khris Middleton	Giannis Antetokounmpo	Pat Connaughton	Grayson Allen
JaVale McGee	Devin Booker	Cameron Payne	Landry Shamet	Cameron Johnson
Kemba Walker	Evan Fournier	Nerlens Noel	Julius Randle	RJ Barrett
Shai Gilgeous-Alexander	Luguentz Dort	Jeremiah Robinson-Earl	Josh Giddey	Aaron Wiggins
Damian Lillard	Jusuf Nurkic	Norman Powell	Larry Nance Jr.	Nassir Little
Pascal Siakam	Fred VanVleet	OG Anunoby	Gary Trent Jr.	Scottie Barnes
Damian Lillard	Cody Zeller	Larry Nance Jr.	Anfernee Simons	Nassir Little
Stephen Curry	Draymond Green	Otto Porter Jr.	Andrew Wiggins	Jordan Poole
Bojan Bogdanovic	Rudy Gobert	Jordan Clarkson	Royce O'Neale	Donovan Mitchell
P.J. Tucker	Jimmy Butler	Dewayne Dedmon	Duncan Robinson	Tyler Herro
Patrick Beverley	D'Angelo Russell	Karl-Anthony Towns	Anthony Edwards	Jaden McDaniels
Eric Bledsoe	Marcus Morris Sr.	Ivica Zubac	Luke Kennard	Terance Mann
Tristan Thompson	Harrison Barnes	Buddy Hield	De'Aaron Fox	Davion Mitchell
JaVale McGee	Cameron Payne	Mikal Bridges	Landry Shamet	Cameron Johnson
Jrue Holiday	Khris Middleton	Giannis Antetokounmpo	Pat Connaughton	Grayson Allen
D'Angelo Russell	Karl-Anthony Towns	Jarred Vanderbilt	Anthony Edwards	Jaden McDaniels
Mike Muscala	Shai Gilgeous-Alexander	Darius Bazley	Luguentz Dort	Josh Giddey
Eric Gordon	Christian Wood	Kevin Porter Jr.	Jalen Green	Jae'Sean Tate
Ricky Rubio	Lauri Markkanen	Jarrett Allen	Darius Garland	Evan Mobley
D'Angelo Russell	Karl-Anthony Towns	Malik Beasley	Anthony Edwards	Jaden McDaniels
Harrison Barnes	Richaun Holmes	De'Aaron Fox	Marvin Bagley III	Tyrese Haliburton
Jeff Green	Austin Rivers	Aaron Gordon	Nikola Jokic	Monte Morris
Justin Holiday	Myles Turner	Domantas Sabonis	Caris LeVert	Chris Duarte
Steven Adams	Kyle Anderson	Jaren Jackson Jr.	Ja Morant	Desmond Bane
Tristan Thompson	Harrison Barnes	Buddy Hield	Chimezie Metu	Tyrese Haliburton
Derrick Walton Jr.	Hamidou Diallo	Saddiq Bey	Cassius Stanley	Luka Garza
Patrick Beverley	Karl-Anthony Towns	Malik Beasley	Anthony Edwards	Jaden McDaniels
LaMarcus Aldridge	Kevin Durant	James Harden	Patty Mills	Bruce Brown
Dennis Schroder	Marcus Smart	Josh Richardson	Jayson Tatum	Robert Williams III
CJ McCollum	Cody Zeller	Larry Nance Jr.	Anfernee Simons	Nassir Little
Nikola Vucevic	Zach LaVine	Derrick Jones Jr.	Lonzo Ball	Ayo Dosunmu
Dennis Schroder	Marcus Smart	Jayson Tatum	Robert Williams III	Grant Williams
Taj Gibson	Kemba Walker	Evan Fournier	Julius Randle	RJ Barrett
Jarrett Culver	Killian Tillie	John Konchar	Xavier Tillman Sr.	Santi Aldama
Danilo Gallinari	John Collins	Kevin Huerter	Trae Young	Cam Reddish
Kelly Oubre Jr.	Miles Bridges	Cody Martin	Jalen McDaniels	LaMelo Ball
Spencer Dinwiddie	Montrezl Harrell	Aaron Holiday	Deni Avdija	Corey Kispert
Davis Bertans	Bradley Beal	Raul Neto	Montrezl Harrell	Deni Avdija
Khem Birch	Pascal Siakam	Fred VanVleet	Gary Trent Jr.	Scottie Barnes
Eric Bledsoe	Luke Kennard	Isaiah Hartenstein	Terance Mann	Brandon Boston Jr.
LeBron James	Russell Westbrook	DeAndre Jordan	Anthony Davis	Kent Bazemore
T.J. McConnell	Myles Turner	Domantas Sabonis	Caris LeVert	Chris Duarte
Paul George	Eric Bledsoe	Luke Kennard	Isaiah Hartenstein	Terance Mann
Steven Adams	Kyle Anderson	Tyus Jones	Dillon Brooks	De'Anthony Melton
Tim Hardaway Jr.	Dwight Powell	Kristaps Porzingis	Dorian Finney-Smith	Jalen Brunson
Patrick Beverley	Karl-Anthony Towns	Malik Beasley	Jarred Vanderbilt	Anthony Edwards
Garrett Temple	Jonas Valanciunas	Brandon Ingram	Devonte' Graham	Herbert Jones
George Hill	Jrue Holiday	Giannis Antetokounmpo	Pat Connaughton	Grayson Allen
Willy Hernangomez	Brandon Ingram	Josh Hart	Devonte' Graham	Herbert Jones
LeBron James	Russell Westbrook	Avery Bradley	Stanley Johnson	Malik Monk
Richaun Holmes	De'Aaron Fox	Chimezie Metu	Terence Davis	Tyrese Haliburton
Danny Green	Tobias Harris	Andre Drummond	Seth Curry	Tyrese Maxey
Reggie Bullock	Dwight Powell	Kristaps Porzingis	Dorian Finney-Smith	Luka Doncic
Alec Burks	Evan Fournier	Julius Randle	Mitchell Robinson	RJ Barrett
Derrick Rose	Alec Burks	Nerlens Noel	Obi Toppin	Immanuel Quickley
Chris Paul	Devin Booker	Mikal Bridges	Cameron Johnson	Jalen Smith
Rudy Gay	Rudy Gobert	Jordan Clarkson	Joe Ingles	Trent Forrest
Khem Birch	Fred VanVleet	OG Anunoby	Svi Mykhailiuk	Gary Trent Jr.
Gordon Hayward	Terry Rozier	Miles Bridges	Cody Martin	LaMelo Ball
Damian Lillard	CJ McCollum	Robert Covington	Jusuf Nurkic	Nassir Little
Paul George	Eric Bledsoe	Reggie Jackson	Ivica Zubac	Amir Coffey
George Hill	Jrue Holiday	Giannis Antetokounmpo	Bobby Portis	Grayson Allen
Dejounte Murray	Jakob Poeltl	Derrick White	Keldon Johnson	Devin Vassell
Reggie Bullock	Dwight Powell	Kristaps Porzingis	Dorian Finney-Smith	Jalen Brunson
Kyle Lowry	Jimmy Butler	Caleb Martin	Tyler Herro	Omer Yurtseven
Terrence Ross	Mo Bamba	Wendell Carter Jr.	Cole Anthony	Franz Wagner
Marcus Morris Sr.	Reggie Jackson	Ivica Zubac	Luke Kennard	Terance Mann
Rudy Gay	Hassan Whiteside	Jordan Clarkson	Joe Ingles	Donovan Mitchell
Harrison Barnes	Richaun Holmes	Buddy Hield	De'Aaron Fox	Davion Mitchell
Jarrett Allen	Collin Sexton	Darius Garland	Dean Wade	Evan Mobley
Patrick Beverley	D'Angelo Russell	Karl-Anthony Towns	Malik Beasley	Jarred Vanderbilt
D'Angelo Russell	Karl-Anthony Towns	Josh Okogie	Anthony Edwards	Jaden McDaniels
Cory Joseph	Trey Lyles	Josh Jackson	Frank Jackson	Hamidou Diallo
Gordon Hayward	Mason Plumlee	Miles Bridges	Cody Martin	LaMelo Ball
Tobias Harris	Andre Drummond	Seth Curry	Georges Niang	Tyrese Maxey
Jeff Green	Aaron Gordon	Nikola Jokic	Monte Morris	Davon Reed
Davis Bertans	Spencer Dinwiddie	Montrezl Harrell	Aaron Holiday	Deni Avdija
LeBron James	Russell Westbrook	Avery Bradley	Anthony Davis	Talen Horton-Tucker
Al Horford	Marcus Smart	Jaylen Brown	Jayson Tatum	Grant Williams
Thaddeus Young	Dejounte Murray	Lonnie Walker IV	Keldon Johnson	Devin Vassell
Ricky Rubio	Cedi Osman	Jarrett Allen	Darius Garland	Evan Mobley
LaMarcus Aldridge	Kevin Durant	James Harden	Patty Mills	Joe Harris
Stephen Curry	Draymond Green	Otto Porter Jr.	Kevon Looney	Gary Payton II
DeMar DeRozan	Nikola Vucevic	Alex Caruso	Lonzo Ball	Javonte Green
Draymond Green	Otto Porter Jr.	Andrew Wiggins	Gary Payton II	Jordan Poole
James Harden	Patty Mills	DeAndre' Bembry	Bruce Brown	Nicolas Claxton
P.J. Tucker	Jimmy Butler	Bam Adebayo	Duncan Robinson	Tyler Herro
Mike Conley	Bojan Bogdanovic	Rudy Gobert	Joe Ingles	Royce O'Neale
Stephen Curry	Nemanja Bjelica	Otto Porter Jr.	Gary Payton II	Juan Toscano-Anderson
Dejounte Murray	Jakob Poeltl	Derrick White	Keita Bates-Diop	Keldon Johnson
Bradley Beal	Kentavious Caldwell-Pope	Raul Neto	Montrezl Harrell	Kyle Kuzma
Andre Iguodala	Stephen Curry	Nemanja Bjelica	Otto Porter Jr.	Gary Payton II
Cory Joseph	Jerami Grant	Saddiq Bey	Isaiah Stewart	Cade Cunningham
Kentavious Caldwell-Pope	Spencer Dinwiddie	Kyle Kuzma	Aaron Holiday	Daniel Gafford
Tristan Thompson	Buddy Hield	Marvin Bagley III	Tyrese Haliburton	Davion Mitchell
Dewayne Dedmon	Caleb Martin	Gabe Vincent	Max Strus	Tyler Herro
Reggie Bullock	Dwight Powell	Dorian Finney-Smith	Jalen Brunson	Luka Doncic
Kemba Walker	Alec Burks	Evan Fournier	Julius Randle	Mitchell Robinson
JaVale McGee	Cameron Payne	Abdel Nader	Landry Shamet	Cameron Johnson
Gordon Hayward	Ish Smith	Kelly Oubre Jr.	Cody Martin	P.J. Washington
Kevin Durant	Blake Griffin	James Harden	Patty Mills	Joe Harris
Lauri Markkanen	Jarrett Allen	Darius Garland	Dean Wade	Isaac Okoro
Bradley Beal	Kentavious Caldwell-Pope	Montrezl Harrell	Kyle Kuzma	Aaron Holiday
Danny Green	Andre Drummond	Seth Curry	Furkan Korkmaz	Tyrese Maxey
Mike Conley	Bojan Bogdanovic	Rudy Gobert	Joe Ingles	Donovan Mitchell
Chris Paul	Jae Crowder	Mikal Bridges	Deandre Ayton	Cameron Johnson
Derrick Rose	Evan Fournier	Julius Randle	Mitchell Robinson	RJ Barrett
Bradley Beal	Kentavious Caldwell-Pope	Kyle Kuzma	Aaron Holiday	Daniel Gafford
Jrue Holiday	Giannis Antetokounmpo	Bobby Portis	Pat Connaughton	Grayson Allen
Nicolas Batum	Paul George	Reggie Jackson	Ivica Zubac	Terance Mann
Stephen Curry	Draymond Green	Andrew Wiggins	Juan Toscano-Anderson	Jordan Poole
Ish Smith	Kelly Oubre Jr.	Miles Bridges	Cody Martin	P.J. Washington
Andre Drummond	Georges Niang	Furkan Korkmaz	Matisse Thybulle	Tyrese Maxey
Al Horford	Dennis Schroder	Marcus Smart	Josh Richardson	Jayson Tatum
Gordon Hayward	Kelly Oubre Jr.	Miles Bridges	Cody Martin	P.J. Washington
Carmelo Anthony	Russell Westbrook	Avery Bradley	Anthony Davis	Malik Monk
Jonas Valanciunas	Tomas Satoransky	Brandon Ingram	Josh Hart	Nickeil Alexander-Walker
Hassan Whiteside	Bojan Bogdanovic	Jordan Clarkson	Royce O'Neale	Trent Forrest
Khem Birch	Fred VanVleet	OG Anunoby	Gary Trent Jr.	Scottie Barnes
Tristan Thompson	Harrison Barnes	Maurice Harkless	Buddy Hield	Tyrese Haliburton
DeMar DeRozan	Zach LaVine	Derrick Jones Jr.	Alex Caruso	Lonzo Ball
LeBron James	Russell Westbrook	Avery Bradley	Anthony Davis	Kent Bazemore
Lou Williams	Danilo Gallinari	Delon Wright	John Collins	Cam Reddish
LeBron James	Carmelo Anthony	Russell Westbrook	Anthony Davis	Malik Monk
LaMarcus Aldridge	Kevin Durant	Patty Mills	DeAndre' Bembry	Jevon Carter
Steven Adams	Jaren Jackson Jr.	Ja Morant	John Konchar	Desmond Bane
Kevin Love	Ricky Rubio	Cedi Osman	Darius Garland	Evan Mobley
D'Angelo Russell	Karl-Anthony Towns	Malik Beasley	Jarred Vanderbilt	Anthony Edwards
Terrence Ross	Wendell Carter Jr.	Chuma Okeke	Cole Anthony	Franz Wagner
Steven Adams	Kyle Anderson	De'Anthony Melton	Ja Morant	Desmond Bane
Ricky Rubio	Ed Davis	Darius Garland	Dean Wade	Isaac Okoro
JaVale McGee	Elfrid Payton	Cameron Payne	Landry Shamet	Cameron Johnson
Paul George	Marcus Morris Sr.	Reggie Jackson	Ivica Zubac	Luke Kennard
Mason Plumlee	Kelly Oubre Jr.	Terry Rozier	Miles Bridges	LaMelo Ball
Kemba Walker	Alec Burks	Evan Fournier	Nerlens Noel	Julius Randle
Patrick Beverley	Karl-Anthony Towns	Taurean Prince	Jarred Vanderbilt	Anthony Edwards
Carmelo Anthony	Dwight Howard	Russell Westbrook	Wayne Ellington	Malik Monk
Dwight Powell	Dorian Finney-Smith	Frank Ntilikina	Sterling Brown	Jalen Brunson
Terrence Ross	Gary Harris	Wendell Carter Jr.	Cole Anthony	Franz Wagner
Reggie Bullock	Tim Hardaway Jr.	Dwight Powell	Dorian Finney-Smith	Luka Doncic
Kyle Anderson	Jaren Jackson Jr.	De'Anthony Melton	Ja Morant	Desmond Bane
Eric Gordon	Christian Wood	Daniel Theis	Jalen Green	Jae'Sean Tate
Russell Westbrook	DeAndre Jordan	Avery Bradley	Anthony Davis	Kent Bazemore
Alec Burks	Evan Fournier	Nerlens Noel	Julius Randle	RJ Barrett
Nicolas Batum	Eric Bledsoe	Luke Kennard	Isaiah Hartenstein	Terance Mann
Christian Wood	Kevin Porter Jr.	Jalen Green	Jae'Sean Tate	Alperen Sengun
Cory Joseph	Kelly Olynyk	Jerami Grant	Josh Jackson	Saddiq Bey
Eric Gordon	Christian Wood	David Nwaba	Kevin Porter Jr.	Jalen Green
Robin Lopez	Gary Harris	Chuma Okeke	Hassani Gravett	Franz Wagner
Justin Holiday	T.J. McConnell	Myles Turner	Domantas Sabonis	Chris Duarte
Marcus Smart	Jaylen Brown	Jayson Tatum	Robert Williams III	Romeo Langford
Stephen Curry	Otto Porter Jr.	Andrew Wiggins	Kevon Looney	Gary Payton II
Reggie Jackson	Justise Winslow	Luke Kennard	Isaiah Hartenstein	Terance Mann
Doug McDermott	Jakob Poeltl	Derrick White	Keita Bates-Diop	Keldon Johnson
DeMar DeRozan	Zach LaVine	Alex Caruso	Lonzo Ball	Javonte Green
Gordon Hayward	Kelly Oubre Jr.	Miles Bridges	Jalen McDaniels	LaMelo Ball
Rudy Gay	Hassan Whiteside	Bojan Bogdanovic	Jordan Clarkson	Donovan Mitchell
Damian Lillard	Tony Snell	Norman Powell	Larry Nance Jr.	Nassir Little
Ricky Rubio	Lauri Markkanen	Jarrett Allen	Collin Sexton	Evan Mobley
Shai Gilgeous-Alexander	Darius Bazley	Luguentz Dort	Jeremiah Robinson-Earl	Tre Mann
Fred VanVleet	OG Anunoby	Svi Mykhailiuk	Gary Trent Jr.	Precious Achiuwa
Tim Hardaway Jr.	Dwight Powell	Dorian Finney-Smith	Maxi Kleber	Luka Doncic
Steven Adams	Kyle Anderson	Ja Morant	John Konchar	Desmond Bane
Doug McDermott	Dejounte Murray	Jakob Poeltl	Derrick White	Keita Bates-Diop
Ricky Rubio	Cedi Osman	Darius Garland	Dylan Windler	Evan Mobley
Hassan Whiteside	Jordan Clarkson	Joe Ingles	Royce O'Neale	Donovan Mitchell
Alec Burks	Evan Fournier	Julius Randle	Mitchell Robinson	Immanuel Quickley
George Hill	Giannis Antetokounmpo	Thanasis Antetokounmpo	Pat Connaughton	Grayson Allen
Tomas Satoransky	Willy Hernangomez	Brandon Ingram	Josh Hart	Nickeil Alexander-Walker
Damian Lillard	CJ McCollum	Robert Covington	Norman Powell	Larry Nance Jr.
Fred VanVleet	OG Anunoby	Chris Boucher	Gary Trent Jr.	Scottie Barnes
Marcus Smart	Jaylen Brown	Jayson Tatum	Robert Williams III	Grant Williams
Jerami Grant	Frank Jackson	Killian Hayes	Saddiq Bey	Isaiah Stewart
Steven Adams	Kyle Anderson	De'Anthony Melton	Ja Morant	Ziaire Williams
Tim Hardaway Jr.	Kristaps Porzingis	Frank Ntilikina	Sterling Brown	Jalen Brunson
Harrison Barnes	Alex Len	Buddy Hield	De'Aaron Fox	Davion Mitchell
Jrue Holiday	Khris Middleton	Bobby Portis	Pat Connaughton	Grayson Allen
Chris Paul	JaVale McGee	Devin Booker	Mikal Bridges	Cameron Johnson
Kevin Love	Ricky Rubio	Lauri Markkanen	Jarrett Allen	Isaac Okoro
Jrue Holiday	Khris Middleton	Giannis Antetokounmpo	Bobby Portis	Pat Connaughton
LaMarcus Aldridge	Kevin Durant	James Harden	James Johnson	Patty Mills
Solomon Hill	Clint Capela	John Collins	Kevin Huerter	Trae Young
Reggie Bullock	Willie Cauley-Stein	Frank Ntilikina	Sterling Brown	Jalen Brunson
Patrick Beverley	Malik Beasley	Jarred Vanderbilt	Naz Reid	Anthony Edwards
Jeff Green	Aaron Gordon	Nikola Jokic	Monte Morris	Facundo Campazzo
Pascal Siakam	Fred VanVleet	Svi Mykhailiuk	Precious Achiuwa	Scottie Barnes
Seth Curry	Joel Embiid	Georges Niang	Matisse Thybulle	Tyrese Maxey
Gordon Hayward	Kelly Oubre Jr.	Miles Bridges	Cody Martin	Nick Richards
Serge Ibaka	Paul George	Marcus Morris Sr.	Reggie Jackson	Ivica Zubac
LaMarcus Aldridge	Kevin Durant	James Harden	DeAndre' Bembry	Cam Thomas
Damian Lillard	Robert Covington	Jusuf Nurkic	Norman Powell	Nassir Little
Danilo Gallinari	Clint Capela	Timothe Luwawu-Cabarrot	Kevin Huerter	Trae Young
Patrick Beverley	Karl-Anthony Towns	Josh Okogie	Anthony Edwards	Jaden McDaniels
Russell Westbrook	DeAndre Jordan	Anthony Davis	Kent Bazemore	Malik Monk
Tristan Thompson	Harrison Barnes	Buddy Hield	De'Aaron Fox	Tyrese Haliburton
CJ McCollum	Robert Covington	Jusuf Nurkic	Norman Powell	Anfernee Simons
Al Horford	Dennis Schroder	Josh Richardson	Romeo Langford	Grant Williams
Eric Gordon	Christian Wood	Daniel Theis	Kevin Porter Jr.	Jalen Green
Ricky Rubio	Lauri Markkanen	Jarrett Allen	Isaac Okoro	Evan Mobley
D.J. Augustin	Garrison Mathews	KJ Martin	Josh Christopher	Alperen Sengun
Eric Gordon	Christian Wood	Garrison Mathews	Jae'Sean Tate	Josh Christopher
Kyle Lowry	P.J. Tucker	Jimmy Butler	Dewayne Dedmon	Duncan Robinson
James Harden	James Johnson	Patty Mills	DeAndre' Bembry	Nicolas Claxton
Damian Lillard	CJ McCollum	Norman Powell	Larry Nance Jr.	Nassir Little
Kyle Lowry	Bam Adebayo	Caleb Martin	Gabe Vincent	Max Strus
Chris Paul	Devin Booker	Mikal Bridges	Deandre Ayton	Cameron Johnson
Tobias Harris	Seth Curry	Joel Embiid	Shake Milton	Matisse Thybulle
Al Horford	Dennis Schroder	Marcus Smart	Jaylen Brown	Jayson Tatum
